soil_type,pH,nitrogen,phosphorus,potassium,organic_carbon,ec,rainfall,temperature,plant
Loamy,5.65,382,48,174,0.86,0.25,1585.01,26.51,Mango
Loamy,6.33,342,27,62,0.73,1.63,1043.66,35.63,Mango
Loamy,6.71,479,25,84,1.11,0.82,1283.75,24.6,Mango
Loamy,6.08,426,38,268,0.39,0.23,1405.81,27.26,Mango
Loamy,6.96,165,7,146,0.87,3.46,1303.61,30.44,Mango
Loamy,6.37,210,22,59,0.66,1.99,1409.25,29.31,Mango
Loamy,5.86,337,55,258,0.57,3.12,1012.16,23.34,Mango
Loamy,6.44,541,7,61,0.78,1.04,1253.97,31.09,Mango
Loamy,6.69,167,43,77,0.96,1.05,1190.16,26.23,Mango
Loamy,6.75,412,22,86,0.81,0.77,1689.98,29.11,Mango
Loamy,6.28,384,30,209,0.76,2.47,1183.41,27.84,Mango
Loamy,6.82,162,37,71,1.08,0.86,1251.29,28.5,Mango
Loamy,6.55,626,33,388,1.13,2.48,1339.83,33.09,Mango
Loamy,6.67,205,11,187,0.84,2.13,1799.21,34.27,Mango
Loamy,6.72,246,50,372,0.94,2.28,1347.2,23.02,Mango
Loamy,7.11,179,22,370,0.8,1.05,1483.57,28.59,Mango
Loamy,6.36,287,21,224,0.47,2.22,1477.71,28.54,Mango
Loamy,6.89,316,10,341,0.56,1.33,1402.49,31.45,Mango
Loamy,6.04,555,15,397,0.81,1.82,1416.07,18.42,Mango
Loamy,6.33,185,14,369,0.97,1.72,1459.57,21.31,Mango
Loamy,6.76,443,41,261,0.36,0.62,1505.94,34.83,Mango
Loamy,6.75,218,38,151,1.19,0.42,1075.32,22.9,Mango
Loamy,6.17,366,54,72,0.67,0.5,1330.72,31.24,Mango
Loamy,5.96,561,40,344,0.53,2.64,1154.77,28.12,Mango
Loamy,6.69,568,10,261,0.65,2.16,1536.33,30.28,Mango
Loamy,6.9,443,45,361,0.51,2.83,1203.38,20.02,Mango
Loamy,6.84,313,43,197,1.06,2.97,1323.61,27.63,Mango
Loamy,6.54,112,40,101,1.17,0.65,1485.57,28.21,Mango
Loamy,6.35,495,38,398,0.92,3.37,1193.01,28.16,Mango
Loamy,7.1,629,59,197,1.02,1.65,1253.52,30.38,Mango
Loamy,6.43,413,20,252,0.84,0.28,1300.47,27.72,Mango
Loamy,6.1,635,44,397,0.98,3.27,1116.37,31.21,Mango
Loamy,6.97,612,55,351,0.73,1.32,1288.36,22.07,Mango
Loamy,6.19,685,19,190,0.35,2.44,1532.06,23.39,Mango
Loamy,6.55,332,21,158,1.08,0.24,1456.1,30.24,Mango
Loamy,7.02,228,41,55,0.64,0.81,1446.76,30.74,Mango
Loamy,6.53,556,5,378,0.81,2.84,1533.52,19.84,Mango
Loamy,7.1,414,31,391,0.39,3.47,1381.71,24.06,Mango
Loamy,6.31,280,18,110,1.12,0.74,834.58,27.71,Mango
Loamy,6.91,272,56,128,0.58,1.03,1087.45,32.55,Mango
Loamy,6.46,514,49,152,0.39,2.58,1155.55,23.43,Mango
Loamy,6.21,414,23,224,0.87,0.77,1412.75,24.04,Mango
Loamy,6.5,297,55,386,0.34,2.48,1045.07,24.65,Mango
Loamy,6.11,434,41,189,1.06,1.9,1167.74,28.13,Mango
Loamy,6.72,307,15,206,0.76,0.99,1404.06,32.3,Mango
Loamy,6.36,251,34,191,0.78,1.61,1029.3,35.85,Mango
Loamy,6.58,673,29,130,1.03,2.52,1300.52,23.32,Mango
Loamy,6.09,362,51,68,0.51,3.0,1313.92,27.77,Mango
Loamy,7.39,371,12,341,0.52,1.29,1115.25,27.45,Mango
Loamy,6.34,484,42,290,1.0,2.9,1476.23,24.27,Mango
Loamy,6.55,174,34,73,0.89,0.44,1252.41,22.04,Mango
Loamy,6.86,653,18,218,0.95,2.28,1236.86,28.96,Mango
Loamy,6.39,368,58,174,0.59,0.65,1584.31,22.44,Mango
Loamy,6.32,318,37,101,0.34,1.84,1556.9,23.96,Mango
Loamy,6.39,144,10,189,0.95,2.14,1196.39,28.46,Mango
Loamy,6.13,511,40,398,0.87,1.83,1315.42,18.77,Mango
Loamy,6.71,349,11,325,0.96,2.24,1362.95,31.52,Mango
Loamy,6.69,108,15,280,0.95,2.77,1455.07,29.35,Mango
Loamy,6.95,474,24,229,0.54,0.8,1505.72,24.13,Mango
Loamy,7.12,631,19,95,0.45,2.0,1392.92,37.99,Mango
Loamy,6.61,562,23,138,1.1,2.49,1531.48,26.11,Mango
Loamy,6.94,397,29,399,0.42,2.27,899.51,29.58,Mango
Loamy,5.87,514,21,215,0.47,2.7,1340.81,30.55,Mango
Loamy,6.54,360,15,383,0.4,2.95,1081.87,16.88,Mango
Loamy,6.55,392,60,227,0.55,2.12,1243.85,22.71,Mango
Loamy,5.82,370,16,331,0.52,3.22,1343.75,29.49,Mango
Loamy,6.42,125,48,190,0.35,2.8,1696.87,28.95,Mango
Loamy,7.07,270,44,200,0.7,2.6,1166.19,26.06,Mango
Loamy,6.6,353,16,77,0.74,1.46,1500.16,32.48,Mango
Loamy,6.82,195,26,121,0.91,3.28,1337.83,36.19,Mango
Loamy,6.91,558,43,198,0.67,0.49,959.61,35.09,Mango
Loamy,6.48,234,20,238,1.16,1.41,1359.31,24.42,Mango
Loamy,6.18,360,40,217,1.03,1.47,1128.55,20.86,Mango
Loamy,6.63,126,42,203,0.63,1.69,1246.36,29.22,Mango
Loamy,6.35,236,60,307,0.64,0.71,1478.92,29.19,Mango
Lateritic,7.01,687,26,90,0.86,2.73,1465.49,22.65,Jamun
Alluvial,7.31,297,10,119,0.86,2.41,1872.83,17.78,Jamun
Alluvial,7.06,633,33,269,0.37,2.01,1724.91,10.06,Jamun
Alluvial,7.77,662,29,140,1.1,1.09,1359.28,34.92,Jamun
Alluvial,7.71,439,50,64,0.87,1.34,2121.31,22.02,Jamun
Lateritic,7.16,155,46,370,0.82,1.94,2028.44,30.81,Jamun
Alluvial,6.82,184,38,81,0.58,0.96,1942.65,21.22,Jamun
Alluvial,8.15,625,31,272,0.32,2.01,2055.01,18.1,Jamun
Lateritic,6.3,484,13,391,1.16,1.69,1997.86,33.31,Jamun
Alluvial,7.26,168,14,183,0.42,1.37,1440.76,23.8,Jamun
Lateritic,7.36,112,5,122,0.6,0.57,1796.14,26.68,Jamun
Lateritic,6.66,683,27,106,1.16,2.43,2418.11,33.09,Jamun
Alluvial,7.18,266,52,65,1.0,1.12,1924.93,23.59,Jamun
Lateritic,7.82,677,39,67,0.32,2.8,1376.65,21.65,Jamun
Alluvial,7.17,154,28,286,0.72,3.36,1986.02,30.06,Jamun
Lateritic,7.85,647,32,181,0.45,1.0,1456.44,23.21,Jamun
Alluvial,8.32,379,41,113,1.17,2.18,1874.54,21.51,Jamun
Alluvial,7.35,154,34,188,0.71,1.23,1562.99,24.67,Jamun
Alluvial,7.66,487,56,359,1.05,3.0,1943.62,25.41,Jamun
Lateritic,8.1,325,43,333,0.54,2.62,1420.35,25.67,Jamun
Alluvial,7.94,397,13,231,0.65,1.24,1881.04,23.92,Jamun
Lateritic,8.22,597,35,371,0.6,1.04,1026.82,19.18,Jamun
Lateritic,7.4,194,15,335,1.13,0.95,1880.57,20.26,Jamun
Alluvial,7.48,641,50,268,1.03,0.15,2367.29,38.93,Jamun
Alluvial,7.08,384,39,322,0.32,2.41,1750.48,21.77,Jamun
Alluvial,7.43,393,10,86,0.85,2.35,1001.39,36.2,Jamun
Lateritic,7.42,380,56,108,0.5,2.34,1555.4,29.92,Jamun
Alluvial,7.26,203,30,264,0.66,1.97,1696.88,31.94,Jamun
Alluvial,7.12,325,42,85,0.52,1.15,1883.54,29.27,Jamun
Alluvial,7.89,513,9,323,0.39,1.16,2701.25,19.1,Jamun
Alluvial,7.23,197,48,84,0.71,2.16,1854.84,24.51,Jamun
Lateritic,7.38,284,43,177,0.41,1.24,1290.4,30.04,Jamun
Alluvial,6.87,378,23,307,1.01,0.25,1422.32,23.85,Jamun
Lateritic,8.37,402,53,57,0.39,3.23,1177.23,31.76,Jamun
Lateritic,8.03,576,25,70,0.32,2.61,1875.76,20.31,Jamun
Alluvial,7.79,588,55,265,0.46,2.06,1687.78,32.06,Jamun
Alluvial,8.06,589,21,180,1.11,1.05,2187.15,16.98,Jamun
Lateritic,8.52,644,37,322,0.4,2.05,1403.97,30.17,Jamun
Lateritic,7.68,457,52,96,0.8,2.59,2347.57,26.49,Jamun
Lateritic,7.33,121,10,102,0.46,1.95,1913.36,21.83,Jamun
Alluvial,7.51,642,35,186,0.81,3.17,2261.48,20.07,Jamun
Alluvial,7.7,387,46,133,0.35,2.78,1931.2,37.02,Jamun
Alluvial,7.32,231,21,315,0.38,2.1,1927.63,33.17,Jamun
Alluvial,6.9,312,41,359,0.36,2.81,1749.49,20.19,Jamun
Lateritic,7.3,458,52,251,1.08,1.9,1599.27,30.0,Jamun
Lateritic,7.3,468,59,275,0.68,0.95,1800.65,19.27,Jamun
Lateritic,6.88,650,34,144,1.16,0.16,2549.94,22.05,Jamun
Lateritic,7.48,666,59,290,0.71,0.16,1838.06,21.44,Jamun
Lateritic,7.37,665,18,312,0.47,2.49,2614.53,28.74,Jamun
Alluvial,6.95,523,53,82,0.79,2.43,2252.02,31.06,Jamun
Alluvial,8.01,243,29,322,0.35,3.11,1897.08,19.3,Jamun
Lateritic,7.45,308,28,189,1.14,1.33,1628.22,21.55,Jamun
Alluvial,8.01,261,26,65,0.99,0.75,2087.99,28.87,Jamun
Lateritic,7.66,395,58,133,1.08,3.03,2477.45,18.11,Jamun
Lateritic,6.88,363,18,274,1.08,0.37,2009.93,28.48,Jamun
Lateritic,8.23,389,23,168,0.49,2.25,1461.42,22.28,Jamun
Alluvial,6.53,209,56,256,0.76,1.2,2843.62,28.51,Jamun
Alluvial,7.78,139,30,324,0.33,1.7,1919.26,20.86,Jamun
Lateritic,7.14,435,17,96,1.17,0.38,2053.96,33.32,Jamun
Lateritic,6.45,573,15,226,0.54,0.64,1964.68,15.45,Jamun
Alluvial,7.42,297,7,156,0.77,0.44,1897.75,16.28,Jamun
Lateritic,7.07,698,42,243,0.6,3.24,1887.86,26.61,Jamun
Lateritic,7.63,471,57,293,0.47,0.73,1313.98,25.03,Jamun
Lateritic,6.6,631,18,138,0.74,2.84,1569.76,16.56,Jamun
Lateritic,7.42,475,56,166,0.92,1.01,2415.89,29.42,Jamun
Lateritic,7.21,493,18,237,0.55,0.54,1513.38,19.53,Jamun
Lateritic,7.9,142,59,54,0.93,2.53,1600.03,24.99,Jamun
Lateritic,7.59,691,10,283,1.11,0.76,1960.16,26.99,Jamun
Lateritic,7.23,345,51,119,1.13,1.97,2110.57,30.53,Jamun
Alluvial,7.27,437,26,169,0.77,2.01,2258.75,25.23,Jamun
Alluvial,7.88,448,32,322,0.74,1.25,1263.13,24.14,Jamun
Lateritic,7.65,522,20,260,0.79,1.4,1691.91,28.17,Jamun
Alluvial,7.64,185,11,92,0.84,3.22,2263.73,20.69,Jamun
Lateritic,7.22,113,12,113,0.87,1.79,2109.99,24.82,Jamun
Alluvial,7.14,283,11,313,1.09,2.11,1778.09,27.46,Jamun
Lateritic,7.08,581,60,65,0.6,1.36,1756.41,23.81,Jamun
Lateritic,8.33,256,23,371,0.3,1.24,1989.42,27.47,Jamun
Alluvial,8.32,625,34,300,0.54,2.48,1517.47,19.55,Jamun
Lateritic,7.53,627,59,190,1.04,0.55,2413.35,29.61,Jamun
Alluvial,6.66,193,29,275,1.04,1.26,2313.63,24.18,Jamun
Alluvial,7.71,583,7,50,1.11,3.22,1413.76,28.43,Jamun
Alluvial,7.64,249,15,260,1.01,2.3,1684.8,25.67,Jamun
Alluvial,6.69,697,14,136,0.57,2.0,1608.24,20.44,Jamun
Alluvial,7.4,597,13,325,0.9,1.02,1756.44,22.45,Jamun
Lateritic,7.5,198,24,220,1.06,0.74,2044.55,31.03,Jamun
Alluvial,7.88,279,27,248,0.47,0.33,1484.32,29.29,Jamun
Alluvial,7.2,578,54,364,0.81,1.65,2116.41,24.28,Jamun
Alluvial,8.01,134,50,97,0.54,2.82,2317.26,21.41,Jamun
Alluvial,7.74,686,8,243,0.49,2.33,1783.75,29.48,Jamun
Lateritic,7.53,314,44,173,0.78,1.53,2695.58,20.89,Jamun
Lateritic,7.66,235,48,172,0.79,2.21,2487.54,19.53,Jamun
Lateritic,8.64,666,18,330,0.3,2.86,1586.58,28.41,Jamun
Lateritic,7.87,599,17,275,1.14,3.4,1899.03,28.22,Jamun
Alluvial,7.19,265,40,58,1.18,3.09,1897.07,28.6,Jamun
Lateritic,8.47,569,41,161,0.52,1.52,2364.3,24.54,Jamun
Lateritic,7.33,650,6,144,0.4,0.74,2651.96,32.17,Jamun
Alluvial,7.68,399,47,361,1.11,0.87,2053.6,14.8,Jamun
Lateritic,7.21,388,22,80,0.81,2.41,1868.72,17.81,Jamun
Alluvial,7.51,174,36,57,0.49,0.93,2155.04,26.89,Jamun
Alluvial,7.72,364,11,254,0.7,1.76,1487.19,23.96,Jamun
Lateritic,6.37,483,10,313,0.56,1.36,1567.4,27.19,Jamun
Alluvial,7.51,348,53,115,0.6,0.39,1175.49,18.93,Jamun
Lateritic,7.67,673,20,50,0.89,1.41,1578.74,28.69,Jamun
Alluvial,7.86,376,17,306,0.43,3.14,2376.69,28.87,Jamun
Alluvial,7.04,472,52,90,0.84,1.67,1513.34,34.0,Jamun
Alluvial,7.62,365,20,98,0.84,3.47,1248.8,27.83,Jamun
Alluvial,6.69,522,34,119,0.79,1.56,687.64,24.8,Jamun
Alluvial,7.82,162,17,400,1.05,2.22,1629.93,24.93,Jamun
Alluvial,7.52,588,30,121,0.5,1.19,1356.51,22.19,Jamun
Alluvial,7.41,466,30,340,0.62,2.43,1590.55,32.47,Jamun
Alluvial,8.13,532,14,232,0.53,2.96,2228.95,27.77,Jamun
Alluvial,6.8,562,38,78,0.9,0.39,1788.98,28.48,Jamun
Lateritic,7.72,673,52,252,1.05,3.28,2551.27,26.13,Jamun
Lateritic,7.41,287,23,280,0.42,1.92,1883.29,25.75,Jamun
Alluvial,7.61,690,15,114,0.78,3.41,1776.9,26.68,Jamun
Lateritic,8.19,439,17,172,0.43,0.33,2152.78,18.16,Jamun
Lateritic,7.26,276,53,313,0.32,0.87,2404.98,17.27,Jamun
Alluvial,7.76,639,44,212,0.43,1.58,1848.19,28.35,Jamun
Alluvial,6.45,206,44,342,0.44,2.96,2216.96,34.32,Jamun
Lateritic,6.61,576,30,126,0.8,3.44,2281.34,28.51,Jamun
Alluvial,7.14,658,28,330,0.85,0.65,2169.98,14.54,Jamun
Lateritic,7.11,254,51,166,0.37,1.64,1651.16,15.3,Jamun
Lateritic,7.01,174,27,351,0.39,3.48,1012.99,17.53,Jamun
Lateritic,7.74,443,56,61,0.57,2.31,1881.14,26.17,Jamun
Alluvial,8.42,133,10,228,0.41,2.66,2771.04,30.21,Jamun
Lateritic,7.12,257,31,216,0.9,1.5,1970.74,25.62,Jamun
Lateritic,6.9,305,10,109,0.84,2.35,1961.6,24.28,Jamun
Lateritic,8.42,693,14,360,0.67,0.45,1650.5,22.89,Jamun
Lateritic,7.85,265,13,276,1.1,1.7,2687.94,24.3,Jamun
Alluvial,7.68,362,43,341,0.95,1.84,1495.94,22.7,Jamun
Lateritic,7.22,599,50,317,0.52,3.49,2221.84,22.58,Jamun
Lateritic,7.55,200,16,76,1.01,2.03,983.28,23.71,Jamun
Lateritic,7.57,255,8,294,0.95,3.14,1875.6,29.47,Jamun
Lateritic,7.22,570,35,92,0.62,2.8,2298.65,30.32,Jamun
Lateritic,6.99,397,25,199,0.66,0.19,1839.18,23.11,Jamun
Lateritic,7.18,556,20,71,0.3,0.67,2109.21,20.97,Jamun
Alluvial,7.14,293,23,126,1.18,1.89,1884.76,21.72,Jamun
Alluvial,6.79,256,51,59,0.4,2.3,1549.33,21.84,Jamun
Lateritic,7.44,594,5,76,0.92,0.13,1566.19,26.03,Jamun
Lateritic,8.31,563,52,291,0.81,0.47,923.83,24.84,Jamun
Lateritic,7.7,400,30,325,0.72,0.66,1274.53,21.07,Jamun
Lateritic,7.34,393,46,357,0.94,1.61,1327.89,31.72,Jamun
Alluvial,6.76,165,15,198,0.78,1.73,1565.1,21.67,Jamun
Lateritic,8.38,375,8,200,1.1,1.22,1532.04,21.41,Jamun
Alluvial,7.86,351,36,278,0.99,1.88,1215.57,35.81,Jamun
Lateritic,7.19,313,6,282,0.84,2.96,1723.7,25.78,Jamun
Alluvial,8.1,166,26,356,0.79,1.0,1778.0,29.63,Jamun
Alluvial,7.4,454,49,196,0.34,0.38,2155.83,28.3,Jamun
Lateritic,7.46,471,42,374,1.01,0.67,1468.34,17.83,Jamun
Lateritic,7.94,129,44,385,0.66,1.8,2310.9,30.26,Jamun
Lateritic,7.46,154,38,323,0.47,0.78,1685.51,27.26,Jamun
Lateritic,8.05,445,46,175,0.45,3.33,1812.85,28.94,Jamun
Lateritic,7.14,617,9,84,1.17,0.12,1579.32,25.94,Jamun
Alluvial,7.82,185,43,141,0.33,1.63,1650.45,30.07,Jamun
Lateritic,7.74,237,7,250,0.68,2.09,1996.99,23.54,Jamun
Lateritic,7.44,293,8,152,1.13,2.82,1731.66,25.09,Jamun
Alluvial,6.64,316,41,191,0.82,0.84,1733.32,23.13,Jamun
Alluvial,7.48,133,42,250,0.56,2.47,1709.73,19.98,Jamun
Alluvial,6.82,401,8,103,0.92,0.83,1756.42,25.64,Jamun
Alluvial,7.63,607,14,272,0.61,2.65,1918.73,30.81,Jamun
Alluvial,7.97,635,18,121,0.92,2.74,2303.29,23.49,Jamun
Lateritic,7.6,651,27,167,0.57,2.39,2231.19,28.81,Jamun
Alluvial,7.62,394,39,131,0.36,0.22,1913.48,29.41,Jamun
Alluvial,7.66,686,36,138,0.61,2.24,1354.37,26.4,Jamun
Alluvial,7.8,206,10,237,0.86,3.3,1783.36,26.44,Jamun
Lateritic,7.17,549,38,357,0.64,3.03,1685.77,22.67,Jamun
Alluvial,7.32,560,35,127,0.66,2.32,1310.9,34.11,Jamun
Lateritic,8.15,409,39,96,0.61,1.86,1318.92,23.8,Jamun
Alluvial,6.93,567,40,256,0.66,1.04,1507.96,30.97,Jamun
Alluvial,6.62,202,8,189,1.1,2.37,1679.11,30.09,Jamun
Alluvial,6.94,185,23,173,1.15,1.49,1627.59,19.04,Jamun
Alluvial,6.68,585,31,281,1.08,1.92,1401.27,17.96,Jamun
Lateritic,7.54,657,32,182,1.02,1.0,1210.24,24.66,Jamun
Alluvial,8.05,195,55,235,0.31,1.15,1752.69,25.35,Jamun
Alluvial,7.49,348,51,281,0.98,2.45,2306.42,26.35,Jamun
Alluvial,7.74,397,21,215,0.74,2.65,1461.83,26.09,Jamun
Lateritic,8.12,530,6,153,0.43,3.12,1649.76,25.19,Jamun
Alluvial,6.97,206,27,63,0.64,0.16,1506.35,27.63,Jamun
Alluvial,6.62,164,15,171,1.15,0.39,1297.87,22.47,Jamun
Alluvial,7.43,383,50,362,0.71,0.72,1570.55,25.37,Jamun
Lateritic,7.72,219,60,331,0.59,1.43,1708.12,29.29,Jamun
Alluvial,8.09,570,27,357,1.16,1.64,1849.79,19.51,Jamun
Lateritic,7.86,102,26,309,0.59,0.44,1778.52,25.93,Jamun
Lateritic,7.44,332,55,130,1.13,1.77,1534.18,22.11,Jamun
Lateritic,7.2,444,11,101,1.12,1.96,2618.7,22.82,Jamun
Alluvial,7.4,234,6,207,0.46,0.49,1441.88,16.82,Jamun
Lateritic,6.97,369,34,373,0.77,0.83,1929.75,25.12,Jamun
Lateritic,7.78,300,54,211,0.55,1.21,1470.23,25.71,Jamun
Lateritic,8.08,487,37,338,0.64,2.5,2564.39,31.92,Jamun
Lateritic,7.95,330,38,161,0.8,1.87,1618.05,20.95,Jamun
Lateritic,8.13,176,20,52,0.73,0.79,2007.2,16.14,Jamun
Alluvial,7.44,528,27,96,1.02,2.21,941.5,17.95,Jamun
Alluvial,7.58,441,47,244,0.91,1.5,2460.24,26.63,Jamun
Lateritic,8.15,337,51,60,0.81,0.27,2095.61,22.28,Jamun
Alluvial,8.03,102,53,378,0.68,2.22,2036.87,18.58,Jamun
Alluvial,7.3,260,49,305,0.59,2.35,1615.71,29.61,Jamun
Alluvial,7.25,227,41,123,0.67,3.04,2311.72,20.76,Jamun
Alluvial,7.84,530,53,70,0.87,2.93,1583.79,31.46,Jamun
Lateritic,7.61,455,30,97,0.99,1.32,1815.4,26.9,Jamun
Alluvial,8.36,450,15,207,1.02,1.87,1744.99,34.29,Jamun
Alluvial,7.42,669,26,167,0.33,3.03,1943.45,32.19,Jamun
Lateritic,6.92,308,39,50,0.76,2.48,1923.28,26.0,Jamun
Lateritic,6.77,381,18,347,0.62,0.52,1493.4,21.75,Jamun
Alluvial,7.46,358,47,273,0.72,1.66,1906.55,27.37,Jamun
Alluvial,7.15,330,51,146,0.81,3.16,1654.87,24.05,Jamun
Alluvial,7.84,470,27,124,0.63,3.31,2153.59,18.62,Jamun
Alluvial,7.89,240,7,181,0.54,0.24,1854.2,23.5,Jamun
Alluvial,7.66,391,9,344,0.5,1.42,1863.85,30.5,Jamun
Lateritic,8.21,624,44,176,0.68,0.63,1942.91,20.21,Jamun
Lateritic,7.9,418,32,372,0.64,2.15,2099.38,30.47,Jamun
Alluvial,6.93,476,37,118,0.98,1.73,1410.21,25.84,Jamun
Alluvial,7.45,623,38,389,0.68,3.02,1867.43,27.28,Jamun
Alluvial,6.97,590,10,377,0.31,2.88,1889.13,23.47,Jamun
Alluvial,8.26,572,45,367,0.34,1.92,1991.75,27.43,Jamun
Lateritic,8.14,493,35,372,1.13,2.81,1979.49,30.48,Jamun
Alluvial,7.04,533,60,142,1.0,1.21,2490.21,22.74,Jamun
Alluvial,8.06,212,21,234,0.81,1.28,1242.89,14.83,Jamun
Alluvial,6.73,670,13,248,0.67,3.16,2118.72,28.02,Jamun
Alluvial,8.32,113,21,137,0.82,3.07,1912.97,20.76,Jamun
Alluvial,7.9,252,29,361,0.42,0.79,2105.9,32.96,Jamun
Alluvial,7.67,394,27,82,0.56,2.98,1697.78,22.16,Jamun
Lateritic,8.1,221,42,306,1.08,2.8,1415.75,24.22,Jamun
Lateritic,8.0,283,20,88,1.16,2.37,2128.41,28.44,Jamun
Alluvial,7.8,245,17,251,0.46,2.05,1734.83,23.07,Jamun
Alluvial,6.82,416,9,290,0.43,0.26,1670.09,15.15,Jamun
Lateritic,7.5,331,46,92,0.7,0.13,1446.47,27.16,Jamun
Lateritic,7.17,310,23,73,0.98,1.02,1371.47,19.05,Jamun
Lateritic,8.7,659,18,114,0.65,1.63,2237.43,35.96,Jamun
Alluvial,6.95,429,46,358,0.53,1.8,1795.85,20.3,Jamun
Alluvial,8.0,420,21,192,1.18,0.87,1713.84,31.77,Jamun
Lateritic,7.47,293,34,381,0.78,3.1,1818.95,26.35,Jamun
Lateritic,7.02,129,5,379,0.9,0.34,1567.2,14.64,Jamun
Lateritic,7.47,520,56,167,0.71,1.01,2777.71,29.08,Jamun
Lateritic,8.28,284,24,207,0.89,2.64,1368.79,30.33,Jamun
Alluvial,7.53,208,29,211,1.04,0.78,1525.67,27.68,Jamun
Lateritic,7.95,224,9,214,1.13,0.12,1615.47,28.82,Jamun
Alluvial,7.03,215,12,298,0.94,1.2,2342.86,21.02,Jamun
Alluvial,8.27,386,40,246,0.45,2.27,1581.04,29.5,Jamun
Lateritic,8.07,299,56,303,0.64,3.15,2213.21,17.19,Jamun
Alluvial,8.19,417,19,255,0.69,1.04,1451.95,26.28,Jamun
Lateritic,7.87,371,11,231,1.07,0.56,1709.19,23.35,Jamun
Lateritic,7.23,402,45,212,1.2,0.35,2125.44,28.87,Jamun
Lateritic,7.6,133,56,176,0.61,2.33,1927.82,22.03,Jamun
Alluvial,7.0,279,42,159,0.45,2.71,2048.08,28.29,Jamun
Alluvial,7.66,679,49,287,0.63,2.7,1733.95,25.56,Jamun
Alluvial,7.01,352,43,140,0.69,3.29,1479.43,17.16,Jamun
Lateritic,7.44,528,25,349,0.95,0.43,1424.67,26.27,Jamun
Lateritic,8.57,642,11,227,0.4,3.19,1771.3,24.18,Jamun
Alluvial,7.63,616,28,141,0.62,1.32,1725.96,30.01,Jamun
Lateritic,7.17,651,60,119,0.52,1.36,1970.06,30.53,Jamun
Alluvial,7.24,165,25,172,0.67,0.25,1969.7,19.52,Jamun
Lateritic,7.61,697,33,294,0.36,0.91,1741.87,29.45,Jamun
Lateritic,7.21,450,44,248,0.96,0.53,1969.11,27.5,Jamun
Lateritic,6.86,171,29,139,1.17,1.79,1799.92,24.87,Jamun
Alluvial,8.21,306,52,212,0.5,2.82,2316.31,27.27,Jamun
Lateritic,7.64,657,32,191,0.61,0.46,1971.61,16.46,Jamun
Alluvial,7.66,415,31,369,1.12,0.99,1836.39,18.54,Jamun
Alluvial,6.85,318,45,304,1.05,1.28,1783.08,24.11,Jamun
Lateritic,8.25,507,60,398,0.47,1.64,1772.44,17.78,Jamun
Alluvial,7.5,194,21,117,0.44,0.4,1390.61,29.27,Jamun
Lateritic,7.7,281,35,141,0.93,0.55,2344.83,20.38,Jamun
Lateritic,7.51,642,36,258,0.54,2.6,1963.79,22.8,Jamun
Lateritic,7.31,240,56,326,0.6,2.8,2050.21,32.32,Jamun
Lateritic,7.26,363,34,323,0.65,3.43,1255.27,33.6,Jamun
Alluvial,7.28,259,32,243,0.39,3.02,1386.27,21.94,Jamun
Lateritic,6.99,560,22,206,0.58,3.04,2071.25,19.47,Jamun
Lateritic,7.93,426,51,102,1.03,2.61,1594.1,31.4,Jamun
Alluvial,8.65,157,16,377,0.95,2.62,1788.58,12.46,Jamun
Alluvial,7.25,534,43,397,0.35,2.82,2043.27,20.8,Jamun
Alluvial,7.99,395,39,318,0.48,1.19,1372.56,30.03,Jamun
Alluvial,8.0,163,25,97,0.31,0.31,2245.6,30.86,Jamun
Lateritic,7.54,549,51,75,0.65,2.19,2013.23,24.18,Jamun
Alluvial,7.19,407,52,216,0.62,0.3,2002.04,23.19,Jamun
Lateritic,7.64,388,38,82,1.17,1.72,1737.62,20.85,Jamun
Lateritic,7.3,270,49,363,0.71,0.42,1433.77,33.18,Jamun
Alluvial,7.34,164,47,347,0.47,2.43,2162.02,25.32,Jamun
Lateritic,6.67,398,19,220,0.91,2.18,1754.23,34.28,Jamun
Alluvial,7.49,545,34,182,1.14,3.38,1982.66,29.3,Jamun
Alluvial,7.21,319,18,200,0.92,1.25,1945.66,21.83,Jamun
Lateritic,8.02,264,21,298,0.51,0.38,1464.75,27.63,Jamun
Lateritic,7.75,552,13,369,1.02,3.36,1141.57,24.47,Jamun
Lateritic,6.87,547,12,361,0.64,2.57,1039.35,17.67,Jamun
Lateritic,7.06,173,35,219,1.02,1.57,1519.49,20.56,Jamun
Lateritic,7.77,534,30,363,1.17,2.37,1457.46,17.61,Jamun
Lateritic,7.85,646,17,351,0.81,2.72,1259.43,18.76,Jamun
Alluvial,7.99,104,37,129,1.09,0.71,1474.28,40.55,Jamun
Lateritic,7.99,277,48,87,1.05,0.81,1783.87,37.83,Jamun
Lateritic,7.48,175,32,359,1.17,1.41,2135.23,18.07,Jamun
Alluvial,7.6,424,30,171,0.59,1.26,1675.62,32.45,Jamun
Alluvial,7.75,625,42,282,1.11,1.83,1235.89,27.31,Jamun
Alluvial,7.74,375,7,339,0.44,1.34,1708.55,22.27,Jamun
Alluvial,7.75,119,17,359,1.01,0.56,2176.81,18.3,Jamun
Alluvial,8.28,613,32,128,0.68,2.53,2025.09,25.82,Jamun
Lateritic,8.22,550,43,386,1.06,0.52,2212.22,26.79,Jamun
Alluvial,7.49,445,51,370,0.43,1.89,1610.68,25.02,Jamun
Lateritic,7.61,288,57,93,0.3,2.7,1375.01,26.2,Jamun
